MAIN CASES DATA - 1/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORNERS DATA - 1/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CORNERS DATA - 2/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOUSE OVER DATA - 1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOUSE OVER DATA - 2/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOUSE OVER DATA 3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOUSE OVER DATA 4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIONS DATA - 1/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIONS DATA - 2/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIONS DATA - 3/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPTIONS DATA - 4/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R0 ESTIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total new external cases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-VALUE,,R0 BASE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R0 ESTIMATE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFFECTIVE VC fly reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EFFECTIVE 2yr AS attendance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total new external cases,,Cross transmission? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R0 ESTIMATE,,R0 >1?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Special operations in place?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surveillance/Prevention?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quarter,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,,Quarter,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,R0 ESTIMATE 1,R0 ESTIMATE 2,R0 ESTIMATE 3,R0 ESTIMATE 4,R0 ESTIMATE 5,R0 ESTIMATE 6,R0 ESTIMATE 7,R0 ESTIMATE 8,R0 ESTIMATE 9,R0 ESTIMATE 10,R0 ESTIMATE 11,R0 ESTIMATE 12,R0 ESTIMATE 13,R0 ESTIMATE 14,R0 ESTIMATE 15,R0 ESTIMATE 16,R0 ESTIMATE 17,R0 ESTIMATE 18,R0 ESTIMATE 19,R0 ESTIMATE 20,R0 ESTIMATE 21,R0 ESTIMATE 22,R0 ESTIMATE 23,R0 ESTIMATE 24,R0 ESTIMATE 25,R0 ESTIMATE 26,R0 ESTIMATE 27,R0 ESTIMATE 28,R0 ESTIMATE 29,R0 ESTIMATE 30,R0 ESTIMATE 31,R0 ESTIMATE 32,R0 ESTIMATE 33,R0 ESTIMATE 34,R0 ESTIMATE 35,R0 ESTIMATE 36,R0 ESTIMATE 37,R0 ESTIMATE 38,R0 ESTIMATE 39,R0 ESTIMATE 40,,Total,Total new external cases 1,Total new external cases 1,Total new external cases 2,Total new external cases 3,Total new external cases 4,Total new external cases 5,Total new external cases 6,Total new external cases 7,Total new external cases 8,Total new external cases 9,Total new external cases 10,Total new external cases 11,Total new external cases 12,Total new external cases 13,Total new external cases 14,Total new external cases 15,Total new external cases 16,Total new external cases 17,Total new external cases 18,Total new external cases 19,Total new external cases 20,Total new external cases 21,Total new external cases 22,Total new external cases 23,Total new external cases 24,Total new external cases 25,Total new external cases 26,Total new external cases 27,Total new external cases 28,Total new external cases 29,Total new external cases 30,Total new external cases 31,Total new external cases 32,Total new external cases 33,Total new external cases 34,Total new external cases 35,Total new external cases 36,Total new external cases 37,Total new external cases 38,Total new external cases 39,,Total,R0 BASE 1,R0 BASE 2,R0 BASE 3,R0 BASE 4,R0 BASE 5,R0 BASE 6,R0 BASE 7,R0 BASE 8,R0 BASE 9,R0 BASE 10,R0 BASE 11,R0 BASE 12,R0 BASE 13,R0 BASE 14,R0 BASE 15,R0 BASE 16,R0 BASE 17,R0 BASE 18,R0 BASE 19,R0 BASE 20,R0 BASE 21,R0 BASE 22,R0 BASE 23,R0 BASE 24,R0 BASE 25,R0 BASE 26,R0 BASE 27,R0 BASE 28,R0 BASE 29,R0 BASE 30,R0 BASE 31,R0 BASE 32,R0 BASE 33,R0 BASE 34,R0 BASE 35,R0 BASE 36,R0 BASE 37,R0 BASE 38,R0 BASE 39,R0 BASE 40,,Total,R0 ESTIMATE 1,R0 ESTIMATE 2,R0 ESTIMATE 3,R0 ESTIMATE 4,R0 ESTIMATE 5,R0 ESTIMATE 6,R0 ESTIMATE 7,R0 ESTIMATE 8,R0 ESTIMATE 9,R0 ESTIMATE 10,R0 ESTIMATE 11,R0 ESTIMATE 12,R0 ESTIMATE 13,R0 ESTIMATE 14,R0 ESTIMATE 15,R0 ESTIMATE 16,R0 ESTIMATE 17,R0 ESTIMATE 18,R0 ESTIMATE 19,R0 ESTIMATE 20,R0 ESTIMATE 21,R0 ESTIMATE 22,R0 ESTIMATE 23,R0 ESTIMATE 24,R0 ESTIMATE 25,R0 ESTIMATE 26,R0 ESTIMATE 27,R0 ESTIMATE 28,R0 ESTIMATE 29,R0 ESTIMATE 30,R0 ESTIMATE 31,R0 ESTIMATE 32,R0 ESTIMATE 33,R0 ESTIMATE 34,R0 ESTIMATE 35,R0 ESTIMATE 36,R0 ESTIMATE 37,R0 ESTIMATE 38,R0 ESTIMATE 39,R0 ESTIMATE 40,,Total,EFFECTIVE VC fly reduction 1,EFFECTIVE VC fly reduction 2,EFFECTIVE VC fly reduction 3,EFFECTIVE VC fly reduction 4,EFFECTIVE VC fly reduction 5,EFFECTIVE VC fly reduction 6,EFFECTIVE VC fly reduction 7,EFFECTIVE VC fly reduction 8,EFFECTIVE VC fly reduction 9,EFFECTIVE VC fly reduction 10,EFFECTIVE VC fly reduction 11,EFFECTIVE VC fly reduction 12,EFFECTIVE VC fly reduction 13,EFFECTIVE VC fly reduction 14,EFFECTIVE VC fly reduction 15,EFFECTIVE VC fly reduction 16,EFFECTIVE VC fly reduction 17,EFFECTIVE VC fly reduction 18,EFFECTIVE VC fly reduction 19,EFFECTIVE VC fly reduction 20,EFFECTIVE VC fly reduction 21,EFFECTIVE VC fly reduction 22,EFFECTIVE VC fly reduction 23,EFFECTIVE VC fly reduction 24,EFFECTIVE VC fly reduction 25,EFFECTIVE VC fly reduction 26,EFFECTIVE VC fly reduction 27,EFFECTIVE VC fly reduction 28,EFFECTIVE VC fly reduction 29,EFFECTIVE VC fly reduction 30,EFFECTIVE VC fly reduction 31,EFFECTIVE VC fly reduction 32,EFFECTIVE VC fly reduction 33,EFFECTIVE VC fly reduction 34,EFFECTIVE VC fly reduction 35,EFFECTIVE VC fly reduction 36,EFFECTIVE VC fly reduction 37,EFFECTIVE VC fly reduction 38,EFFECTIVE VC fly reduction 39,EFFECTIVE VC fly reduction 40,,Total,EFFECTIVE 2yr AS attendance 1,EFFECTIVE 2yr AS attendance 2,EFFECTIVE 2yr AS attendance 3,EFFECTIVE 2yr AS attendance 4,EFFECTIVE 2yr AS attendance 5,EFFECTIVE 2yr AS attendance 6,EFFECTIVE 2yr AS attendance 7,EFFECTIVE 2yr AS attendance 8,EFFECTIVE 2yr AS attendance 9,EFFECTIVE 2yr AS attendance 10,EFFECTIVE 2yr AS attendance 11,EFFECTIVE 2yr AS attendance 12,EFFECTIVE 2yr AS attendance 13,EFFECTIVE 2yr AS attendance 14,EFFECTIVE 2yr AS attendance 15,EFFECTIVE 2yr AS attendance 16,EFFECTIVE 2yr AS attendance 17,EFFECTIVE 2yr AS attendance 18,EFFECTIVE 2yr AS attendance 19,EFFECTIVE 2yr AS attendance 20,EFFECTIVE 2yr AS attendance 21,EFFECTIVE 2yr AS attendance 22,EFFECTIVE 2yr AS attendance 23,EFFECTIVE 2yr AS attendance 24,EFFECTIVE 2yr AS attendance 25,EFFECTIVE 2yr AS attendance 26,EFFECTIVE 2yr AS attendance 27,EFFECTIVE 2yr AS attendance 28,EFFECTIVE 2yr AS attendance 29,EFFECTIVE 2yr AS attendance 30,EFFECTIVE 2yr AS attendance 31,EFFECTIVE 2yr AS attendance 32,EFFECTIVE 2yr AS attendance 33,EFFECTIVE 2yr AS attendance 34,EFFECTIVE 2yr AS attendance 35,EFFECTIVE 2yr AS attendance 36,EFFECTIVE 2yr AS attendance 37,EFFECTIVE 2yr AS attendance 38,EFFECTIVE 2yr AS attendance 39,EFFECTIVE 2yr AS attendance 40,,Total,Total new external cases 1,Total new external cases 1,Total new external cases 2,Total new external cases 3,Total new external cases 4,Total new external cases 5,Total new external cases 6,Total new external cases 7,Total new external cases 8,Total new external cases 9,Total new external cases 10,Total new external cases 11,Total new external cases 12,Total new external cases 13,Total new external cases 14,Total new external cases 15,Total new external cases 16,Total new external cases 17,Total new external cases 18,Total new external cases 19,Total new external cases 20,Total new external cases 21,Total new external cases 22,Total new external cases 23,Total new external cases 24,Total new external cases 25,Total new external cases 26,Total new external cases 27,Total new external cases 28,Total new external cases 29,Total new external cases 30,Total new external cases 31,Total new external cases 32,Total new external cases 33,Total new external cases 34,Total new external cases 35,Total new external cases 36,Total new external cases 37,Total new external cases 38,Total new external cases 39,,Total,R0 ESTIMATE 1,R0 ESTIMATE 2,R0 ESTIMATE 3,R0 ESTIMATE 4,R0 ESTIMATE 5,R0 ESTIMATE 6,R0 ESTIMATE 7,R0 ESTIMATE 8,R0 ESTIMATE 9,R0 ESTIMATE 10,R0 ESTIMATE 11,R0 ESTIMATE 12,R0 ESTIMATE 13,R0 ESTIMATE 14,R0 ESTIMATE 15,R0 ESTIMATE 16,R0 ESTIMATE 17,R0 ESTIMATE 18,R0 ESTIMATE 19,R0 ESTIMATE 20,R0 ESTIMATE 21,R0 ESTIMATE 22,R0 ESTIMATE 23,R0 ESTIMATE 24,R0 ESTIMATE 25,R0 ESTIMATE 26,R0 ESTIMATE 27,R0 ESTIMATE 28,R0 ESTIMATE 29,R0 ESTIMATE 30,R0 ESTIMATE 31,R0 ESTIMATE 32,R0 ESTIMATE 33,R0 ESTIMATE 34,R0 ESTIMATE 35,R0 ESTIMATE 36,R0 ESTIMATE 37,R0 ESTIMATE 38,R0 ESTIMATE 39,R0 ESTIMATE 40,,Total,Special operations in place? 0,Special operations in place? 1,Special operations in place? 2,Special operations in place? 3,Special operations in place? 4,Special operations in place? 5,Special operations in place? 6,Special operations in place? 7,Special operations in place? 8,Special operations in place? 9,Special operations in place? 10,Special operations in place? 11,Special operations in place? 12,Special operations in place? 13,Special operations in place? 14,Special operations in place? 15,Special operations in place? 16,Special operations in place? 17,Special operations in place? 18,Special operations in place? 19,Special operations in place? 20,Special operations in place? 21,Special operations in place? 22,Special operations in place? 23,Special operations in place? 24,Special operations in place? 25,Special operations in place? 26,Special operations in place? 27,Special operations in place? 28,Special operations in place? 29,Special operations in place? 30,Special operations in place? 31,Special operations in place? 32,Special operations in place? 33,Special operations in place? 34,Special operations in place? 35,Special operations in place? 36,Special operations in place? 37,Special operations in place? 38,Special operations in place? 39,,Total,Surveillance/Prevention? 0,Surveillance/Prevention? 1,Surveillance/Prevention? 2,Surveillance/Prevention? 3,Surveillance/Prevention? 4,Surveillance/Prevention? 5,Surveillance/Prevention? 6,Surveillance/Prevention? 7,Surveillance/Prevention? 8,Surveillance/Prevention? 9,Surveillance/Prevention? 10,Surveillance/Prevention? 11,Surveillance/Prevention? 12,Surveillance/Prevention? 13,Surveillance/Prevention? 14,Surveillance/Prevention? 15,Surveillance/Prevention? 16,Surveillance/Prevention? 17,Surveillance/Prevention? 18,Surveillance/Prevention? 19,Surveillance/Prevention? 20,Surveillance/Prevention? 21,Surveillance/Prevention? 22,Surveillance/Prevention? 23,Surveillance/Prevention? 24,Surveillance/Prevention? 25,Surveillance/Prevention? 26,Surveillance/Prevention? 27,Surveillance/Prevention? 28,Surveillance/Prevention? 29,Surveillance/Prevention? 30,Surveillance/Prevention? 31,Surveillance/Prevention? 32,Surveillance/Prevention? 33,Surveillance/Prevention? 34,Surveillance/Prevention? 35,Surveillance/Prevention? 36,Surveillance/Prevention? 37,Surveillance/Prevention? 38,Surveillance/Prevention? 39
1,13,11,14,14,13,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1.18,1.01,0.98,0.95,0.91,1.01,0.98,0.95,0.91,1.01,0.98,0.95,0.91,1.01,0.98,0.95,0.91,1.01,0.98,0.22,0.21,0.22,0.22,0.19,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.23,0.23,0.23,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,,1,1.18,1.01,0.98,0.95,0.91,1.01,0.98,0.95,0.91,1.01,0.98,0.95,0.91,1.01,0.98,0.95,0.91,1.01,0.98,0.22,0.21,0.22,0.22,0.19,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.23,0.23,0.23,,1,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,49%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,,1,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,25%,25%,25%,25%,70%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,11,9,5,5,5,5,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.21,0.21,0.21,0.40,0.38,0.37,0.35,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.23,0.23,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.55,0.55,0.55,1.10,1.10,1.10,1.10,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,,2,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.22,0.21,0.20,0.22,0.21,0.21,0.21,0.40,0.38,0.37,0.35,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.22,0.21,0.21,0.21,0.23,0.23,,2,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,89%,90%,90%,90%,80%,80%,80%,80%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,,2,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,67%,25%,25%,25%,70%,70%,70%,70%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,15,14,11,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.10,0.10,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,,3,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.15,0.14,0.14,0.13,0.10,0.10,0.10,0.10,0.09,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.11,,3,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,84%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,,3,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,65%,25%,25%,25%,25%,70%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,14,14,15,16,3,4,4,4,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.38,0.23,0.23,0.22,0.19,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.83,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,,4,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.43,0.47,0.46,0.44,0.38,0.23,0.23,0.22,0.19,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,0.23,0.23,0.22,0.22,,4,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,77%,80%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,,4,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,76%,70%,25%,25%,25%,70%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,11,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.18,0.19,0.19,0.16,0.18,0.19,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.20,0.20,0.20,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.10,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,,5,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.18,0.18,0.19,0.19,0.16,0.18,0.19,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.20,0.20,0.20,,5,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,97%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,90%,,5,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,81%,25%,25%,25%,25%,70%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,25%,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
